Integration Time (micros): 98000         
Min saturation: -188.99394239295856         
Max saturation: 916.0969101751331         
Wavelength (nm), Intensity (Counts)
5.362135054260912739e+02,3.342858774267224817e+03
5.364182341629967823e+02,3.444564580832186493e+03
5.366229477395647791e+02,3.450321513279259761e+03
5.368276461544120366e+02,3.448402535796902157e+03
5.370323294061560091e+02,3.388914233843811417e+03
5.372369974934129004e+02,3.444564580832186493e+03
5.374416504148001650e+02,3.492539017891130698e+03
5.376462881689345750e+02,3.433050715938039957e+03
5.378509107544331300e+02,3.459916400691048693e+03
5.380555181699128298e+02,3.410022986149746885e+03
5.382601104139902191e+02,3.434969693420397562e+03
5.384646874852827523e+02,3.408104008667388825e+03
5.386692493824069743e+02,3.467592310620479566e+03
5.388737961039801121e+02,3.266099674972914272e+03
5.390783276486187106e+02,3.444564580832186493e+03
5.392828440149402240e+02,3.475268220549910893e+03
5.394873452015610837e+02,3.354372639161371353e+03
5.396918312070987440e+02,3.415779918596820153e+03
5.398963020301695224e+02,3.333263886855436340e+03
5.401007576693908732e+02,3.423455828526251025e+03
5.403051981233796823e+02,3.419617873561535362e+03
5.405096233907523811e+02,3.442645603349828889e+03
5.407140334701264237e+02,3.481025152996984161e+03
5.409184283601188099e+02,3.294884337208281067e+03
5.411228080593460845e+02,3.319831044478931744e+03
5.413271725664252472e+02,3.498295950338203966e+03
5.415315218799734112e+02,3.410022986149746885e+03
5.417358559986075761e+02,3.394671166290884685e+03
5.419401749209445143e+02,3.433050715938039957e+03
5.421444786456009979e+02,3.367805481537875949e+03
5.423487671711942539e+02,3.484863107961699370e+03
5.425530404963410547e+02,3.448402535796902157e+03
5.427572986196586271e+02,3.536675499985359238e+03
5.429615415397634024e+02,3.421536851043893421e+03
5.431657692552728349e+02,3.381238323914380089e+03
5.433699817648033559e+02,3.477187198032268498e+03
5.435741790669723059e+02,3.390833211326169021e+03
5.437783611603964573e+02,3.315993089514216081e+03
5.439825280436928097e+02,3.411941963632104489e+03
5.441866797154782489e+02,3.398509121255600348e+03
5.443908161743696610e+02,3.358210594126087017e+03
5.445949374189839318e+02,3.431131738455681898e+03
5.447990434479382884e+02,3.296803314690638672e+03
5.450031342598493893e+02,3.413860941114462094e+03
5.452072098533342341e+02,3.465673333138121961e+03
5.454112702270098225e+02,3.367805481537875949e+03
5.456153153794929267e+02,3.454159468243975425e+03
5.458193453094006600e+02,3.433050715938039957e+03
5.460233600153499083e+02,3.385076278879095753e+03
5.462273594959577849e+02,3.498295950338203966e+03
5.464313437498407211e+02,3.396590143773242289e+03
5.466353127756162849e+02,3.396590143773242289e+03
5.468392665719007937e+02,3.456078445726333030e+03
5.470432051373115883e+02,3.477187198032268498e+03
5.472471284704655545e+02,3.423455828526251025e+03
5.474510365699795784e+02,3.482944130479341766e+03
5.476549294344704322e+02,3.436888670902755621e+03
5.478588070625554565e+02,3.375481391467306821e+03
5.480626694528511962e+02,3.423455828526251025e+03
5.482665166039746509e+02,3.511728792714708106e+03
5.484703485145429340e+02,3.388914233843811417e+03
5.486741651831729314e+02,3.339020819302509608e+03
5.488779666084815290e+02,3.450321513279259761e+03
5.490817527890856127e+02,3.381238323914380089e+03
5.492855237236021821e+02,3.448402535796902157e+03
5.494892794106480096e+02,3.371643436502591612e+03
5.496930198488403221e+02,3.388914233843811417e+03
5.498967450367957781e+02,3.363967526573160285e+03
5.501004549731316047e+02,3.429212760973324293e+03
5.503041496564644603e+02,3.390833211326169021e+03
5.505078290854115721e+02,3.406185031185031221e+03
5.507114932585893712e+02,3.383157301396738148e+03
5.509151421746154256e+02,3.383157301396738148e+03
5.511187758321062802e+02,3.419617873561535362e+03
5.513223942296789346e+02,3.442645603349828889e+03
5.515259973659502748e+02,3.434969693420397562e+03
5.517295852395374141e+02,3.381238323914380089e+03
5.519331578490572383e+02,3.427293783490966689e+03
5.521367151931264061e+02,3.413860941114462094e+03
5.523402572703621445e+02,3.390833211326169021e+03
5.525437840793813393e+02,3.413860941114462094e+03
5.527472956188011040e+02,3.402347076220315557e+03
5.529507918872377559e+02,3.394671166290884685e+03
5.531542728833089768e+02,3.392752188808526626e+03
5.533577386056311980e+02,3.438807648385113225e+03
5.535611890528216463e+02,3.415779918596820153e+03
5.537646242234969804e+02,3.471430265585195230e+03
5.539680441162744273e+02,3.390833211326169021e+03
5.541714487297707592e+02,3.500214927820561570e+03
5.543748380626029757e+02,3.415779918596820153e+03
5.545782121133879627e+02,3.296803314690638672e+03
5.547815708807426063e+02,3.394671166290884685e+03
5.549849143632840196e+02,3.488701062926415034e+03
5.551882425596288613e+02,3.392752188808526626e+03
5.553915554683941309e+02,3.415779918596820153e+03
5.555948530881971692e+02,3.509809815232350502e+03
5.557981354176545210e+02,3.348615706714298085e+03
5.560014024553830723e+02,3.433050715938039957e+03
5.562046541999998226e+02,3.538594477467716843e+03
5.564078906501219990e+02,3.415779918596820153e+03
5.566111118043663737e+02,3.363967526573160285e+03
5.568143176613496053e+02,3.333263886855436340e+03
5.570175082196889207e+02,3.410022986149746885e+03
5.572206834780010922e+02,3.289127404761207799e+03
5.574238434349033469e+02,3.312155134549500872e+03
5.576269880890121158e+02,3.459916400691048693e+03
5.578301174389449670e+02,3.479106175514626102e+03
5.580332314833182181e+02,3.463754355655763902e+03
5.582363302207492097e+02,3.440726625867470830e+03
5.584394136498547141e+02,3.344777751749582876e+03
5.586424817692517308e+02,3.438807648385113225e+03
5.588455345775572596e+02,3.402347076220315557e+03
5.590485720733879589e+02,3.479106175514626102e+03
5.592515942553610557e+02,3.456078445726333030e+03
5.594546011220933224e+02,3.358210594126087017e+03
5.596575926722018721e+02,3.450321513279259761e+03
5.598605689043034772e+02,3.394671166290884685e+03
5.600635298170149099e+02,3.406185031185031221e+03
5.602664754089535109e+02,3.386995256361453357e+03
5.604694056787360523e+02,3.463754355655763902e+03
5.606723206249794202e+02,3.448402535796902157e+03
5.608752202463005005e+02,3.502133905302919175e+03
5.610781045413162929e+02,3.500214927820561570e+03
5.612809735086437968e+02,3.448402535796902157e+03
5.614838271468996709e+02,3.356291616643729412e+03
5.616866654547013695e+02,3.306398202102427604e+03
5.618894884306652102e+02,3.367805481537875949e+03
5.620922960734086473e+02,3.481025152996984161e+03
5.622950883815483394e+02,3.406185031185031221e+03
5.624978653537012860e+02,3.413860941114462094e+03
5.627006269884844869e+02,3.266099674972914272e+03
5.629033732845148279e+02,3.304479224620069544e+03
5.631061042404089676e+02,3.356291616643729412e+03
5.633088198547843604e+02,3.392752188808526626e+03
5.635115201262577784e+02,3.381238323914380089e+03
5.637142050534458804e+02,3.363967526573160285e+03
5.639168746349657795e+02,3.344777751749582876e+03
5.641195288694343617e+02,3.390833211326169021e+03
5.643221677554688540e+02,3.362048549090802680e+03
5.645247912916856876e+02,3.525161635091212702e+03
5.647273994767023169e+02,3.429212760973324293e+03
5.649299923091351729e+02,3.438807648385113225e+03
5.651325697876017102e+02,3.488701062926415034e+03
5.653351319107182462e+02,3.500214927820561570e+03
5.655376786771023490e+02,3.402347076220315557e+03
5.657402100853706770e+02,3.446483558314544098e+03
5.659427261341400026e+02,3.454159468243975425e+03
5.661452268220274391e+02,3.321750021961289349e+03
5.663477121476499860e+02,3.373562413984949217e+03
5.665501821096245294e+02,3.436888670902755621e+03
5.667526367065678414e+02,3.346696729231940481e+03
5.669550759370970354e+02,3.492539017891130698e+03
5.671574997998289973e+02,3.308317179584785208e+03
5.673599082933807267e+02,3.410022986149746885e+03
5.675623014163688822e+02,3.327506954408363072e+03
5.677646791674108044e+02,3.358210594126087017e+03
5.679670415451231520e+02,3.431131738455681898e+03
5.681693885481230382e+02,3.400428098737957953e+03
5.683717201750271215e+02,3.406185031185031221e+03
5.685740364244527427e+02,3.433050715938039957e+03
5.687763372950164467e+02,3.448402535796902157e+03
5.689786227853353466e+02,3.381238323914380089e+03
5.691808928940264423e+02,3.339020819302509608e+03
5.693831476197065058e+02,3.377400368949664880e+03
5.695853869609926505e+02,3.360129571608444621e+03
5.697876109165016487e+02,3.383157301396738148e+03
5.699898194848505000e+02,3.386995256361453357e+03
5.701920126646562039e+02,3.427293783490966689e+03
5.703941904545356465e+02,3.377400368949664880e+03
5.705963528531055999e+02,3.427293783490966689e+03
5.707984998589832912e+02,3.427293783490966689e+03
5.710006314707854926e+02,3.375481391467306821e+03
5.712027476871292038e+02,3.344777751749582876e+03
5.714048485066313106e+02,3.381238323914380089e+03
5.716069339279086989e+02,3.375481391467306821e+03
5.718090039495782548e+02,3.402347076220315557e+03
5.720110585702573189e+02,3.527080612573570306e+03
5.722130977885622087e+02,3.434969693420397562e+03
5.724151216031103786e+02,3.471430265585195230e+03
5.726171300125184871e+02,3.457997423208690634e+03
5.728191230154036475e+02,3.433050715938039957e+03
5.730211006103826321e+02,3.440726625867470830e+03
5.732230627960723268e+02,3.371643436502591612e+03
5.734250095710900723e+02,3.379319346432022485e+03
5.736269409340521861e+02,3.410022986149746885e+03
5.738288568835760088e+02,3.440726625867470830e+03
5.740307574182784265e+02,3.356291616643729412e+03
5.742326425367764386e+02,3.314074112031858476e+03
5.744345122376868176e+02,3.356291616643729412e+03
5.746363665196264492e+02,3.448402535796902157e+03
5.748382053812125605e+02,3.344777751749582876e+03
5.750400288210619237e+02,3.452240490761617366e+03
5.752418368377913112e+02,3.446483558314544098e+03
5.754436294300179497e+02,3.375481391467306821e+03
5.756454065963583844e+02,3.456078445726333030e+03
5.758471683354300694e+02,3.415779918596820153e+03
5.760489146458495497e+02,3.369724459020233553e+03
5.762506455262338250e+02,3.342858774267224817e+03
5.764523609751998947e+02,3.354372639161371353e+03
5.766540609913648723e+02,3.379319346432022485e+03
5.768557455733453025e+02,3.385076278879095753e+03
5.770574147197584125e+02,3.477187198032268498e+03
5.772590684292210881e+02,3.314074112031858476e+03
5.774607067003501015e+02,3.339020819302509608e+03
5.776623295317625661e+02,3.406185031185031221e+03
5.778639369220754816e+02,3.431131738455681898e+03
5.780655288699055063e+02,3.392752188808526626e+03
5.782671053738697537e+02,3.362048549090802680e+03
5.784686664325851098e+02,3.492539017891130698e+03
5.786702120446686877e+02,3.519404702644139434e+03
5.788717422087371460e+02,3.431131738455681898e+03
5.790732569234075982e+02,3.423455828526251025e+03
5.792747561872969300e+02,3.507890837749992897e+03
5.794762399990220274e+02,3.396590143773242289e+03
5.796777083571998901e+02,3.433050715938039957e+03
5.798791612604474039e+02,3.369724459020233553e+03
5.800805987073816823e+02,3.327506954408363072e+03
5.802820206966192700e+02,3.354372639161371353e+03
5.804834272267776214e+02,3.398509121255600348e+03
5.806848182964731677e+02,3.467592310620479566e+03
5.808861939043232496e+02,3.377400368949664880e+03
5.810875540489445257e+02,3.417698896079177757e+03
5.812888987289541092e+02,3.442645603349828889e+03
5.814902279429686587e+02,3.377400368949664880e+03
5.816915416896055149e+02,3.481025152996984161e+03
5.818928399674814500e+02,3.408104008667388825e+03
5.820941227752131226e+02,3.398509121255600348e+03
5.822953901114179871e+02,3.436888670902755621e+03
5.824966419747123609e+02,3.392752188808526626e+03
5.826978783637136985e+02,3.337101841820151549e+03
5.828990992770386583e+02,3.469511288102837625e+03
5.831003047133043538e+02,3.488701062926415034e+03
5.833014946711276707e+02,3.408104008667388825e+03
5.835026691491253814e+02,3.454159468243975425e+03
5.837038281459147129e+02,3.342858774267224817e+03
5.839049716601123237e+02,3.381238323914380089e+03
5.841060996903352134e+02,3.371643436502591612e+03
5.843072122352004953e+02,3.331344909373078281e+03
5.845083092933248281e+02,3.500214927820561570e+03
5.847093908633253250e+02,3.394671166290884685e+03
5.849104569438189856e+02,3.337101841820151549e+03
5.851115075334223548e+02,3.325587976926005013e+03
5.853125426307528869e+02,3.362048549090802680e+03
5.855135622344273543e+02,3.434969693420397562e+03
5.857145663430625291e+02,3.448402535796902157e+03
5.859155549552755247e+02,3.415779918596820153e+03
5.861165280696831132e+02,3.406185031185031221e+03
5.863174856849021808e+02,3.450321513279259761e+03
5.865184277995500679e+02,3.367805481537875949e+03
5.867193544122432058e+02,3.440726625867470830e+03
5.869202655215989353e+02,3.423455828526251025e+03
5.871211611262338010e+02,3.415779918596820153e+03
5.873220412247651439e+02,3.429212760973324293e+03
5.875229058158096223e+02,3.373562413984949217e+03
5.877237548979842359e+02,3.444564580832186493e+03
5.879245884699060980e+02,3.392752188808526626e+03
5.881254065301918672e+02,3.569298117185441242e+03
5.883262090774584294e+02,3.419617873561535362e+03
5.885269961103231253e+02,3.386995256361453357e+03
5.887277676274027272e+02,3.427293783490966689e+03
5.889285236273138935e+02,3.373562413984949217e+03
5.891292641086737376e+02,3.369724459020233553e+03
5.893299890700993728e+02,3.337101841820151549e+03
5.895306985102075714e+02,3.371643436502591612e+03
5.897313924276151056e+02,3.410022986149746885e+03
5.899320708209393160e+02,3.363967526573160285e+03
5.901327336887967476e+02,3.461835378173406298e+03
5.903333810298046274e+02,3.354372639161371353e+03
5.905340128425795001e+02,3.479106175514626102e+03
5.907346291257388202e+02,3.344777751749582876e+03
5.909352298778991326e+02,3.505971860267634838e+03
5.911358150976775505e+02,3.358210594126087017e+03
5.913363847836908462e+02,3.550108342361863379e+03
5.915369389345562467e+02,3.421536851043893421e+03
5.917374775488904106e+02,3.481025152996984161e+03
5.919380006253103375e+02,3.404266053702673616e+03
5.921385081624330269e+02,3.375481391467306821e+03
5.923390001588754785e+02,3.360129571608444621e+03
5.925394766132544646e+02,3.511728792714708106e+03
5.927399375241868711e+02,3.471430265585195230e+03
5.929403828902898113e+02,3.425374806008608630e+03
5.931408127101801711e+02,3.350534684196656144e+03
5.933412269824749501e+02,3.354372639161371353e+03
5.935416257057909206e+02,3.379319346432022485e+03
5.937420088787450823e+02,3.410022986149746885e+03
5.939423764999544346e+02,3.482944130479341766e+03
5.941427285680359773e+02,3.433050715938039957e+03
5.943430650816063689e+02,3.404266053702673616e+03
5.945433860392827228e+02,3.463754355655763902e+03
5.947436914396821521e+02,3.394671166290884685e+03
5.949439812814212019e+02,3.400428098737957953e+03
5.951442555631169853e+02,3.482944130479341766e+03
5.953445142833866157e+02,3.398509121255600348e+03
5.955447574408468654e+02,3.383157301396738148e+03
5.957449850341146202e+02,3.479106175514626102e+03
5.959451970618067662e+02,3.354372639161371353e+03
5.961453935225405303e+02,3.438807648385113225e+03
5.963455744149326847e+02,3.369724459020233553e+03
5.965457397376000017e+02,3.377400368949664880e+03
5.967458894891594809e+02,3.479106175514626102e+03
5.969460236682283494e+02,3.400428098737957953e+03
5.971461422734232656e+02,3.419617873561535362e+03
5.973462453033612292e+02,3.450321513279259761e+03
5.975463327566591261e+02,3.438807648385113225e+03
5.977464046319339559e+02,3.348615706714298085e+03
5.979464609278027183e+02,3.339020819302509608e+03
5.981465016428820718e+02,3.421536851043893421e+03
5.983465267757893571e+02,3.467592310620479566e+03
5.985465363251412327e+02,3.408104008667388825e+03
5.987465302895546984e+02,3.398509121255600348e+03
5.989465086676466399e+02,3.350534684196656144e+03
5.991464714580340569e+02,3.454159468243975425e+03
5.993464186593339491e+02,3.527080612573570306e+03
5.995463502701629750e+02,3.450321513279259761e+03
5.997462662891384753e+02,3.411941963632104489e+03
5.999461667148771085e+02,3.521323680126497038e+03
6.001460515459959879e+02,3.373562413984949217e+03
6.003459207811116585e+02,3.467592310620479566e+03
6.005457744188415745e+02,3.406185031185031221e+03
6.007456124578022809e+02,3.448402535796902157e+03
6.009454348966111183e+02,3.500214927820561570e+03
6.011452417338845180e+02,3.386995256361453357e+03
6.013450329682398205e+02,3.339020819302509608e+03
6.015448085982937982e+02,3.434969693420397562e+03
6.017445686226632233e+02,3.344777751749582876e+03
6.019443130399654365e+02,3.461835378173406298e+03
6.021440418488169826e+02,3.390833211326169021e+03
6.023437550478349749e+02,3.358210594126087017e+03
6.025434526356364131e+02,3.360129571608444621e+03
6.027431346108380694e+02,3.427293783490966689e+03
6.029428009720569435e+02,3.461835378173406298e+03
6.031424517179101485e+02,3.346696729231940481e+03
6.033420868470142295e+02,3.448402535796902157e+03
6.035417063579864134e+02,3.423455828526251025e+03
6.037413102494435861e+02,3.448402535796902157e+03
6.039408985200027473e+02,3.507890837749992897e+03
6.041404711682805555e+02,3.404266053702673616e+03
6.043400281928943514e+02,3.386995256361453357e+03
6.045395695924606798e+02,3.523242657608854643e+03
6.047390953655968815e+02,3.356291616643729412e+03
6.049386055109195013e+02,3.484863107961699370e+03
6.051381000270457662e+02,3.429212760973324293e+03
6.053375789125924484e+02,3.337101841820151549e+03
6.055370421661763203e+02,3.381238323914380089e+03
6.057364897864147224e+02,3.410022986149746885e+03
6.059359217719243134e+02,3.427293783490966689e+03
6.061353381213222065e+02,3.335182864337793944e+03
6.063347388332249466e+02,3.408104008667388825e+03
6.065341239062499881e+02,3.402347076220315557e+03
6.067334933390139895e+02,3.356291616643729412e+03
6.069328471301339505e+02,3.329425931890720676e+03
6.071321852782266433e+02,3.371643436502591612e+03
6.073315077819091812e+02,3.358210594126087017e+03
6.075308146397986775e+02,3.390833211326169021e+03
6.077301058505116771e+02,3.291046382243565404e+03
6.079293814126652933e+02,3.400428098737957953e+03
6.081286413248764120e+02,3.410022986149746885e+03
6.083278855857620329e+02,3.471430265585195230e+03
6.085271141939392692e+02,3.381238323914380089e+03
6.087263271480245521e+02,3.392752188808526626e+03
6.089255244466353361e+02,3.385076278879095753e+03
6.091247060883882796e+02,3.352453661679013749e+03
6.093238720719003823e+02,3.317912066996574140e+03
6.095230223957884164e+02,3.406185031185031221e+03
6.097221570586697226e+02,3.450321513279259761e+03
6.099212760591609594e+02,3.350534684196656144e+03
6.101203793958790129e+02,3.481025152996984161e+03
6.103194670674408826e+02,3.417698896079177757e+03
6.105185390724635681e+02,3.331344909373078281e+03
6.107175954095640691e+02,3.356291616643729412e+03
6.109166360773589304e+02,3.344777751749582876e+03
6.111156610744656064e+02,3.406185031185031221e+03
6.113146703995006419e+02,3.314074112031858476e+03
6.115136640510812640e+02,3.377400368949664880e+03
6.117126420278241312e+02,3.505971860267634838e+03
6.119116043283463569e+02,3.500214927820561570e+03
6.121105509512649405e+02,3.342858774267224817e+03
6.123094818951966545e+02,3.335182864337793944e+03
6.125083971587583846e+02,3.365886504055518344e+03
6.127072967405672443e+02,3.442645603349828889e+03
6.129061806392401195e+02,3.427293783490966689e+03
6.131050488533938960e+02,3.379319346432022485e+03
6.133039013816454599e+02,3.333263886855436340e+03
6.135027382226119244e+02,3.340939796784867212e+03
6.137015593749101754e+02,3.356291616643729412e+03
6.139003648371569852e+02,3.383157301396738148e+03
6.140991546079693535e+02,3.417698896079177757e+03
6.142979286859642798e+02,3.352453661679013749e+03
6.144966870697587638e+02,3.425374806008608630e+03
6.146954297579695776e+02,3.413860941114462094e+03
6.148941567492138347e+02,3.411941963632104489e+03
6.150928680421083072e+02,3.398509121255600348e+03
6.152915636352701085e+02,3.411941963632104489e+03
6.154902435273157835e+02,3.544351409914790111e+03
6.156889077168627864e+02,3.427293783490966689e+03
6.158875562025277759e+02,3.398509121255600348e+03
6.160861889829276379e+02,3.323668999443647408e+03
6.162848060566793720e+02,3.406185031185031221e+03
6.164834074223999778e+02,3.365886504055518344e+03
6.166819930787064550e+02,3.379319346432022485e+03
6.168805630242154621e+02,3.319831044478931744e+03
6.170791172575441124e+02,3.362048549090802680e+03
6.172776557773094055e+02,3.323668999443647408e+03
6.174761785821282274e+02,3.406185031185031221e+03
6.176746856706172366e+02,3.459916400691048693e+03
6.178731770413938875e+02,3.344777751749582876e+03
6.180716526930747250e+02,3.469511288102837625e+03
6.182701126242769760e+02,3.281451494831776472e+03
6.184685568336171855e+02,3.362048549090802680e+03
6.186669853197125803e+02,3.396590143773242289e+03
6.188653980811799329e+02,3.481025152996984161e+03
6.190637951166364701e+02,3.450321513279259761e+03
6.192621764246987368e+02,3.471430265585195230e+03
6.194605420039840737e+02,3.358210594126087017e+03
6.196588918531091394e+02,3.448402535796902157e+03
6.198572259706907062e+02,3.417698896079177757e+03
6.200555443553461146e+02,3.317912066996574140e+03
6.202538470056921369e+02,3.463754355655763902e+03
6.204521339203456591e+02,3.383157301396738148e+03
6.206504050979234535e+02,3.363967526573160285e+03
6.208486605370428606e+02,3.448402535796902157e+03
6.210469002363206528e+02,3.386995256361453357e+03
6.212451241943736022e+02,3.333263886855436340e+03
6.214433324098187086e+02,3.358210594126087017e+03
6.216415248812730852e+02,3.425374806008608630e+03
6.218397016073535042e+02,3.363967526573160285e+03
6.220378625866768516e+02,3.390833211326169021e+03
6.222360078178601270e+02,3.413860941114462094e+03
6.224341372995203301e+02,3.536675499985359238e+03
6.226322510302744604e+02,3.317912066996574140e+03
6.228303490087391765e+02,3.321750021961289349e+03
6.230284312335315917e+02,3.373562413984949217e+03
6.232264977032688194e+02,3.431131738455681898e+03
6.234245484165675180e+02,3.319831044478931744e+03
6.236225833720445735e+02,3.398509121255600348e+03
6.238206025683170992e+02,3.377400368949664880e+03
6.240186060040020948e+02,3.429212760973324293e+03
6.242165936777163324e+02,3.354372639161371353e+03
6.244145655880768118e+02,3.375481391467306821e+03
6.246125217337004187e+02,3.354372639161371353e+03
6.248104621132041530e+02,3.450321513279259761e+03
6.250083867252049004e+02,3.331344909373078281e+03
6.252062955683197742e+02,3.415779918596820153e+03
6.254041886411652058e+02,3.450321513279259761e+03
6.256020659423588768e+02,3.354372639161371353e+03
6.257999274705172184e+02,3.344777751749582876e+03
6.259977732242571165e+02,3.354372639161371353e+03
6.261956032021956844e+02,3.400428098737957953e+03
6.263934174029499218e+02,3.402347076220315557e+03
6.265912158251368282e+02,3.365886504055518344e+03
6.267889984673728350e+02,3.388914233843811417e+03
6.269867653282755100e+02,3.450321513279259761e+03
6.271845164064615119e+02,3.454159468243975425e+03
6.273822517005476129e+02,3.425374806008608630e+03
6.275799712091509264e+02,3.410022986149746885e+03
6.277776749308885655e+02,3.479106175514626102e+03
6.279753628643771890e+02,3.425374806008608630e+03
6.281730350082336827e+02,3.362048549090802680e+03
6.283706913610750462e+02,3.371643436502591612e+03
6.285683319215186202e+02,3.413860941114462094e+03
6.287659566881807223e+02,3.406185031185031221e+03
6.289635656596786930e+02,3.337101841820151549e+03
6.291611588346291910e+02,3.450321513279259761e+03
6.293587362116495569e+02,3.452240490761617366e+03
6.295562977893563357e+02,3.385076278879095753e+03
6.297538435663665268e+02,3.400428098737957953e+03
6.299513735412971300e+02,3.446483558314544098e+03
6.301488877127653723e+02,3.390833211326169021e+03
6.303463860793876847e+02,3.396590143773242289e+03
6.305438686397810670e+02,3.385076278879095753e+03
6.307413353925628599e+02,3.304479224620069544e+03
6.309387863363497218e+02,3.419617873561535362e+03
6.311362214697584250e+02,3.381238323914380089e+03
6.313336407914061965e+02,3.375481391467306821e+03
6.315310442999099223e+02,3.358210594126087017e+03
6.317284319938864883e+02,3.413860941114462094e+03
6.319258038719527804e+02,3.413860941114462094e+03
6.321231599327256845e+02,3.448402535796902157e+03
6.323205001748223140e+02,3.431131738455681898e+03
6.325178245968596684e+02,3.417698896079177757e+03
6.327151331974542927e+02,3.446483558314544098e+03
6.329124259752234138e+02,3.504052882785277234e+03
6.331097029287840314e+02,3.375481391467306821e+03
6.333069640567530314e+02,3.404266053702673616e+03
6.335042093577470723e+02,3.456078445726333030e+03
6.337014388303833812e+02,3.339020819302509608e+03
6.338986524732789576e+02,3.329425931890720676e+03
6.340958502850503464e+02,3.427293783490966689e+03
6.342930322643147747e+02,3.398509121255600348e+03
6.344901984096892420e+02,3.344777751749582876e+03
6.346873487197905206e+02,3.427293783490966689e+03
6.348844831932356101e+02,3.446483558314544098e+03
6.350816018286413964e+02,3.379319346432022485e+03
6.352787046246248792e+02,3.408104008667388825e+03
6.354757915798030581e+02,3.335182864337793944e+03
6.356728626927924779e+02,3.440726625867470830e+03
6.358699179622104793e+02,3.431131738455681898e+03
6.360669573866740620e+02,3.417698896079177757e+03
6.362639809648001119e+02,3.408104008667388825e+03
6.364609886952051738e+02,3.459916400691048693e+03
6.366579805765064748e+02,3.321750021961289349e+03
6.368549566073209007e+02,3.481025152996984161e+03
6.370519167862655650e+02,3.417698896079177757e+03
6.372488611119571260e+02,3.350534684196656144e+03
6.374457895830126972e+02,3.450321513279259761e+03
6.376427021980491645e+02,3.427293783490966689e+03
6.378395989556835275e+02,3.459916400691048693e+03
6.380364798545324447e+02,3.360129571608444621e+03
6.382333448932132569e+02,3.402347076220315557e+03
6.384301940703426226e+02,3.390833211326169021e+03
6.386270273845375414e+02,3.375481391467306821e+03
6.388238448344148992e+02,3.369724459020233553e+03
6.390206464185918094e+02,3.346696729231940481e+03
6.392174321356850442e+02,3.314074112031858476e+03
6.394142019843116032e+02,3.365886504055518344e+03
6.396109559630883723e+02,3.404266053702673616e+03
6.398076940706323512e+02,3.381238323914380089e+03
6.400044163055605395e+02,3.408104008667388825e+03
6.402011226664895958e+02,3.346696729231940481e+03
6.403978131520366333e+02,3.398509121255600348e+03
6.405944877608187653e+02,3.456078445726333030e+03
6.407911464914526505e+02,3.375481391467306821e+03
6.409877893425552884e+02,3.342858774267224817e+03
6.411844163127437923e+02,3.296803314690638672e+03
6.413810274006348209e+02,3.465673333138121961e+03
6.415776226048454873e+02,3.402347076220315557e+03
6.417742019239926776e+02,3.446483558314544098e+03
6.419707653566932777e+02,3.383157301396738148e+03
6.421673129015644008e+02,3.502133905302919175e+03
6.423638445572228193e+02,3.402347076220315557e+03
6.425603603222854190e+02,3.398509121255600348e+03
6.427568601953694269e+02,3.454159468243975425e+03
6.429533441750913880e+02,3.285289449796492136e+03
6.431498122600684155e+02,3.394671166290884685e+03
6.433462644489175091e+02,3.413860941114462094e+03
6.435427007402556683e+02,3.469511288102837625e+03
6.437391211326996654e+02,3.358210594126087017e+03
6.439355256248662727e+02,3.419617873561535362e+03
6.441319142153727171e+02,3.456078445726333030e+03
6.443282869028361119e+02,3.381238323914380089e+03
6.445246436858727748e+02,3.388914233843811417e+03
6.447209845631001599e+02,3.363967526573160285e+03
6.449173095331350396e+02,3.394671166290884685e+03
6.451136185945944135e+02,3.375481391467306821e+03
6.453099117460950538e+02,3.394671166290884685e+03
6.455061889862539601e+02,3.444564580832186493e+03
6.457024503136881322e+02,3.440726625867470830e+03
6.458986957270145695e+02,3.375481391467306821e+03
6.460949252248499306e+02,3.404266053702673616e+03
6.462911388058114426e+02,3.333263886855436340e+03
6.464873364685159913e+02,3.369724459020233553e+03
6.466835182115804628e+02,3.410022986149746885e+03
6.468796840336216292e+02,3.415779918596820153e+03
6.470758339332564901e+02,3.410022986149746885e+03
6.472719679091023863e+02,3.417698896079177757e+03
6.474680859597758626e+02,3.342858774267224817e+03
6.476641880838938050e+02,3.291046382243565404e+03
6.478602742800732130e+02,3.400428098737957953e+03
6.480563445469313137e+02,3.360129571608444621e+03
6.482523988830846520e+02,3.402347076220315557e+03
6.484484372871501137e+02,3.394671166290884685e+03
6.486444597577452669e+02,3.392752188808526626e+03
6.488404662934864291e+02,3.446483558314544098e+03
6.490364568929904863e+02,3.377400368949664880e+03
6.492324315548747791e+02,3.337101841820151549e+03
6.494283902777561934e+02,3.394671166290884685e+03
6.496243330602516153e+02,3.369724459020233553e+03
6.498202599009775895e+02,3.358210594126087017e+03
6.500161707985515704e+02,3.342858774267224817e+03
6.502120657515902167e+02,3.358210594126087017e+03
6.504079447587106415e+02,3.417698896079177757e+03
6.506038078185296172e+02,3.385076278879095753e+03
6.507996549296641433e+02,3.306398202102427604e+03
6.509954860907312195e+02,3.452240490761617366e+03
6.511913013003477317e+02,3.371643436502591612e+03
6.513871005571304522e+02,3.379319346432022485e+03
6.515828838596966079e+02,3.354372639161371353e+03
6.517786512066629712e+02,3.411941963632104489e+03
6.519744025966464278e+02,3.457997423208690634e+03
6.521701380282639775e+02,3.356291616643729412e+03
