Integration Time (micros): 98000         
Min saturation: -188.99394239295856         
Max saturation: 916.0969101751331         
Wavelength (nm), Intensity (Counts)
7.183565278597624228e+02,3.436888670902755621e+03
7.185466915424437957e+02,3.373562413984949217e+03
7.187368387896018476e+02,3.379319346432022485e+03
7.189269695998536918e+02,3.434969693420397562e+03
7.191170839718161005e+02,3.310236157067142813e+03
7.193071819041059598e+02,3.358210594126087017e+03
7.194972633953402692e+02,3.379319346432022485e+03
7.196873284441362557e+02,3.337101841820151549e+03
7.198773770491105779e+02,3.494457995373488302e+03
7.200674092088798943e+02,3.333263886855436340e+03
7.202574249220614320e+02,3.317912066996574140e+03
7.204474241872724178e+02,3.352453661679013749e+03
7.206374070031295105e+02,3.350534684196656144e+03
7.208273733682492548e+02,3.383157301396738148e+03
7.210173232812492188e+02,3.344777751749582876e+03
7.212072567407461747e+02,3.237315012737547931e+03
7.213971737453567812e+02,3.365886504055518344e+03
7.215870742936982651e+02,3.344777751749582876e+03
7.217769583843873988e+02,3.396590143773242289e+03
7.219668260160411819e+02,3.507890837749992897e+03
7.221566771872765003e+02,3.327506954408363072e+03
7.223465118967102399e+02,3.302560247137711940e+03
7.225363301429597414e+02,3.342858774267224817e+03
7.227261319246414359e+02,3.417698896079177757e+03
7.229159172403723232e+02,3.369724459020233553e+03
7.231056860887695166e+02,3.417698896079177757e+03
7.232954384684500155e+02,3.344777751749582876e+03
7.234851743780305924e+02,3.467592310620479566e+03
7.236748938161281330e+02,3.367805481537875949e+03
7.238645967813596371e+02,3.427293783490966689e+03
7.240542832723422180e+02,3.398509121255600348e+03
7.242439532876926478e+02,3.331344909373078281e+03
7.244336068260278125e+02,3.404266053702673616e+03
7.246232438859645981e+02,3.335182864337793944e+03
7.248128644661203452e+02,3.383157301396738148e+03
7.250024685651114851e+02,3.457997423208690634e+03
7.251920561815552446e+02,3.346696729231940481e+03
7.253816273140683961e+02,3.433050715938039957e+03
7.255711819612680529e+02,3.379319346432022485e+03
7.257607201217708734e+02,3.408104008667388825e+03
7.259502417941940848e+02,3.394671166290884685e+03
7.261397469771544593e+02,3.289127404761207799e+03
7.263292356692692238e+02,3.317912066996574140e+03
7.265187078691548095e+02,3.421536851043893421e+03
7.267081635754284434e+02,3.312155134549500872e+03
7.268976027867070115e+02,3.605758689350238456e+03
7.270870255016076271e+02,3.425374806008608630e+03
7.272764317187469487e+02,3.306398202102427604e+03
7.274658214367419760e+02,3.388914233843811417e+03
7.276551946542098221e+02,3.352453661679013749e+03
7.278445513697672595e+02,3.365886504055518344e+03
7.280338915820311740e+02,3.394671166290884685e+03
7.282232152896187927e+02,3.385076278879095753e+03
7.284125224911467740e+02,3.383157301396738148e+03
7.286018131852320039e+02,3.362048549090802680e+03
7.287910873704914820e+02,3.310236157067142813e+03
7.289803450455423217e+02,3.360129571608444621e+03
7.291695862090015225e+02,3.408104008667388825e+03
7.293588108594855157e+02,3.319831044478931744e+03
7.295480189956116419e+02,3.281451494831776472e+03
7.297372106159969007e+02,3.352453661679013749e+03
7.299263857192580645e+02,3.362048549090802680e+03
7.301155443040117916e+02,3.385076278879095753e+03
7.303046863688755366e+02,3.398509121255600348e+03
7.304938119124659579e+02,3.310236157067142813e+03
7.306829209334000552e+02,3.342858774267224817e+03
7.308720134302947145e+02,3.484863107961699370e+03
7.310610894017669352e+02,3.342858774267224817e+03
7.312501488464336035e+02,3.342858774267224817e+03
7.314391917629117188e+02,3.348615706714298085e+03
7.316282181498181671e+02,3.410022986149746885e+03
7.318172280057698345e+02,3.404266053702673616e+03
7.320062213293838340e+02,3.386995256361453357e+03
7.321951981192768244e+02,3.383157301396738148e+03
7.323841583740658052e+02,3.383157301396738148e+03
7.325731020923680035e+02,3.317912066996574140e+03
7.327620292728000777e+02,3.379319346432022485e+03
7.329509399139789139e+02,3.271856607419987540e+03
7.331398340145216252e+02,3.461835378173406298e+03
7.333287115730452115e+02,3.377400368949664880e+03
7.335175725881664448e+02,3.490620040408772638e+03
7.337064170585020975e+02,3.394671166290884685e+03
7.338952449826695101e+02,3.429212760973324293e+03
7.340840563592853414e+02,3.388914233843811417e+03
7.342728511869667045e+02,3.434969693420397562e+03
7.344616294643302581e+02,3.454159468243975425e+03
7.346503911899931154e+02,3.402347076220315557e+03
7.348391363625723898e+02,3.411941963632104489e+03
7.350278649806847397e+02,3.452240490761617366e+03
7.352165770429471650e+02,3.444564580832186493e+03
7.354052725479765513e+02,3.385076278879095753e+03
7.355939514943901258e+02,3.287208427278849740e+03
7.357826138808043197e+02,3.375481391467306821e+03
7.359712597058365873e+02,3.377400368949664880e+03
7.361598889681035871e+02,3.362048549090802680e+03
7.363485016662223188e+02,3.350534684196656144e+03
7.365370977988095547e+02,3.371643436502591612e+03
7.367256773644824079e+02,3.315993089514216081e+03
7.369142403618579920e+02,3.381238323914380089e+03
7.371027867895529653e+02,3.404266053702673616e+03
7.372913166461842138e+02,3.456078445726333030e+03
7.374798299303686235e+02,3.486782085444057429e+03
7.376683266407236488e+02,3.304479224620069544e+03
7.378568067758657207e+02,3.371643436502591612e+03
7.380452703344118390e+02,3.421536851043893421e+03
7.382337173149791170e+02,3.356291616643729412e+03
7.384221477161844405e+02,3.314074112031858476e+03
7.386105615366445818e+02,3.475268220549910893e+03
7.387989587749765406e+02,3.498295950338203966e+03
7.389873394297975437e+02,3.369724459020233553e+03
7.391757034997242499e+02,3.390833211326169021e+03
7.393640509833734313e+02,3.373562413984949217e+03
7.395523818793623150e+02,3.319831044478931744e+03
7.397406961863077868e+02,3.396590143773242289e+03
7.399289939028267327e+02,3.438807648385113225e+03
7.401172750275360386e+02,3.454159468243975425e+03
7.403055395590528178e+02,3.348615706714298085e+03
7.404937874959938426e+02,3.302560247137711940e+03
7.406820188369759990e+02,3.463754355655763902e+03
7.408702335806164001e+02,3.377400368949664880e+03
7.410584317255318183e+02,3.400428098737957953e+03
7.412466132703392532e+02,3.406185031185031221e+03
7.414347782136558180e+02,3.394671166290884685e+03
7.416229265540981714e+02,3.421536851043893421e+03
7.418110582902831993e+02,3.331344909373078281e+03
7.419991734208284697e+02,3.362048549090802680e+03
7.421872719443500728e+02,3.450321513279259761e+03
7.423753538594652355e+02,3.321750021961289349e+03
7.425634191647911848e+02,3.365886504055518344e+03
7.427514678589446930e+02,3.408104008667388825e+03
7.429394999405425324e+02,3.335182864337793944e+03
7.431275154082015888e+02,3.390833211326169021e+03
7.433155142605392030e+02,3.369724459020233553e+03
7.435034964961720334e+02,3.410022986149746885e+03
7.436914621137169661e+02,3.373562413984949217e+03
7.438794111117910006e+02,3.386995256361453357e+03
7.440673434890111366e+02,3.365886504055518344e+03
7.442552592439943737e+02,3.350534684196656144e+03
7.444431583753573705e+02,3.406185031185031221e+03
7.446310408817172402e+02,3.333263886855436340e+03
7.448189067616910961e+02,3.371643436502591612e+03
7.450067560138955969e+02,3.532837545020643574e+03
7.451945886369476284e+02,3.371643436502591612e+03
7.453824046294644177e+02,3.281451494831776472e+03
7.455702039900628506e+02,3.363967526573160285e+03
7.457579867173594721e+02,3.383157301396738148e+03
7.459457528099716228e+02,3.398509121255600348e+03
7.461335022665160750e+02,3.517485725161781374e+03
7.463212350856099420e+02,3.325587976926005013e+03
7.465089512658698823e+02,3.398509121255600348e+03
7.466966508059130092e+02,3.365886504055518344e+03
7.468843337043563224e+02,3.365886504055518344e+03
7.470719999598164804e+02,3.340939796784867212e+03
7.472596495709107103e+02,3.271856607419987540e+03
7.474472825362557842e+02,3.423455828526251025e+03
7.476348988544687018e+02,3.314074112031858476e+03
7.478224985241664626e+02,3.363967526573160285e+03
7.480100815439657254e+02,3.310236157067142813e+03
7.481976479124837169e+02,3.390833211326169021e+03
7.483851976283373233e+02,3.323668999443647408e+03
7.485727306901435441e+02,3.465673333138121961e+03
7.487602470965189241e+02,3.314074112031858476e+03
7.489477468460809177e+02,3.482944130479341766e+03
7.491352299374460699e+02,3.350534684196656144e+03
7.493226963692314939e+02,3.354372639161371353e+03
7.495101461400539620e+02,3.329425931890720676e+03
7.496975792485308148e+02,3.308317179584785208e+03
7.498849956932785972e+02,3.473349243067552834e+03
7.500723954729144225e+02,3.394671166290884685e+03
7.502597785860549493e+02,3.408104008667388825e+03
7.504471450313175183e+02,3.373562413984949217e+03
7.506344948073189016e+02,3.369724459020233553e+03
7.508218279126759853e+02,3.367805481537875949e+03
7.510091443460055416e+02,3.406185031185031221e+03
7.511964441059249111e+02,3.388914233843811417e+03
7.513837271910507525e+02,3.421536851043893421e+03
7.515709935999999516e+02,3.358210594126087017e+03
7.517582433313896217e+02,3.312155134549500872e+03
7.519454763838366489e+02,3.331344909373078281e+03
7.521326927559580326e+02,3.348615706714298085e+03
7.523198924463705453e+02,3.423455828526251025e+03
7.525070754536911863e+02,3.317912066996574140e+03
7.526942417765369555e+02,3.352453661679013749e+03
7.528813914135246250e+02,3.461835378173406298e+03
7.530685243632713082e+02,3.505971860267634838e+03
7.532556406243938909e+02,3.469511288102837625e+03
7.534427401955092591e+02,3.390833211326169021e+03
7.536298230752342988e+02,3.431131738455681898e+03
7.538168892621860095e+02,3.396590143773242289e+03
7.540039387549816183e+02,3.404266053702673616e+03
7.541909715522375564e+02,3.358210594126087017e+03
7.543779876525710506e+02,3.369724459020233553e+03
7.545649870545988733e+02,3.323668999443647408e+03
7.547519697569381378e+02,3.402347076220315557e+03
7.549389357582058437e+02,3.490620040408772638e+03
7.551258850570186496e+02,3.410022986149746885e+03
7.553128176519935550e+02,3.381238323914380089e+03
7.554997335417477871e+02,3.369724459020233553e+03
7.556866327248978905e+02,3.410022986149746885e+03
7.558735152000608650e+02,3.346696729231940481e+03
7.560603809658539376e+02,3.398509121255600348e+03
7.562472300208937668e+02,3.383157301396738148e+03
7.564340623637973522e+02,3.342858774267224817e+03
7.566208779931816935e+02,3.532837545020643574e+03
7.568076769076637902e+02,3.396590143773242289e+03
7.569944591058604146e+02,3.431131738455681898e+03
7.571812245863883390e+02,3.381238323914380089e+03
7.573679733478649041e+02,3.413860941114462094e+03
7.575547053889068820e+02,3.360129571608444621e+03
7.577414207081312725e+02,3.444564580832186493e+03
7.579281193041547340e+02,3.411941963632104489e+03
7.581148011755943799e+02,3.386995256361453357e+03
7.583014663210673234e+02,3.388914233843811417e+03
7.584881147391903369e+02,3.373562413984949217e+03
7.586747464285801925e+02,3.358210594126087017e+03
7.588613613878540036e+02,3.291046382243565404e+03
7.590479596156288835e+02,3.452240490761617366e+03
7.592345411105213770e+02,3.433050715938039957e+03
7.594211058711485975e+02,3.360129571608444621e+03
7.596076538961276583e+02,3.337101841820151549e+03
7.597941851840753316e+02,3.354372639161371353e+03
7.599806997336082759e+02,3.419617873561535362e+03
7.601671975433439457e+02,3.475268220549910893e+03
7.603536786118989994e+02,3.335182864337793944e+03
7.605401429378905505e+02,3.281451494831776472e+03
7.607265905199351437e+02,3.358210594126087017e+03
7.609130213566498924e+02,3.394671166290884685e+03
7.610994354466520235e+02,3.434969693420397562e+03
7.612858327885583094e+02,3.398509121255600348e+03
7.614722133809854085e+02,3.394671166290884685e+03
7.616585772225505480e+02,3.337101841820151549e+03
7.618449243118706136e+02,3.371643436502591612e+03
7.620312546475624913e+02,3.325587976926005013e+03
7.622175682282431808e+02,3.335182864337793944e+03
7.624038650525295679e+02,3.310236157067142813e+03
7.625901451190386524e+02,3.315993089514216081e+03
7.627764084263872064e+02,3.383157301396738148e+03
7.629626549731922296e+02,3.463754355655763902e+03
7.631488847580709489e+02,3.386995256361453357e+03
7.633350977796399093e+02,3.444564580832186493e+03
7.635212940365159966e+02,3.431131738455681898e+03
7.637074735273165516e+02,3.377400368949664880e+03
7.638936362506582327e+02,3.386995256361453357e+03
7.640797822051581534e+02,3.410022986149746885e+03
7.642659113894329721e+02,3.469511288102837625e+03
7.644520238020996885e+02,3.373562413984949217e+03
7.646381194417756433e+02,3.315993089514216081e+03
7.648241983070772676e+02,3.379319346432022485e+03
7.650102603966216748e+02,3.482944130479341766e+03
7.651963057090258644e+02,3.446483558314544098e+03
7.653823342429067225e+02,3.325587976926005013e+03
7.655683459968812485e+02,3.438807648385113225e+03
7.657543409695662149e+02,3.448402535796902157e+03
7.659403191595788485e+02,3.319831044478931744e+03
7.661262805655356942e+02,3.385076278879095753e+03
7.663122251860538654e+02,3.340939796784867212e+03
7.664981530197503616e+02,3.400428098737957953e+03
7.666840640652421826e+02,3.356291616643729412e+03
7.668699583211461004e+02,3.540513454950074447e+03
7.670558357860790011e+02,3.400428098737957953e+03
7.672416964586578842e+02,3.333263886855436340e+03
7.674275403374999769e+02,3.323668999443647408e+03
7.676133674212219375e+02,3.486782085444057429e+03
7.677991777084404248e+02,3.402347076220315557e+03
7.679849711977728930e+02,3.396590143773242289e+03
7.681707478878361144e+02,3.433050715938039957e+03
7.683565077772468612e+02,3.346696729231940481e+03
7.685422508646221331e+02,3.352453661679013749e+03
7.687279771485788160e+02,3.317912066996574140e+03
7.689136866277342506e+02,3.371643436502591612e+03
7.690993793007048680e+02,3.456078445726333030e+03
7.692850551661077816e+02,3.385076278879095753e+03
7.694707142225601046e+02,3.492539017891130698e+03
7.696563564686784957e+02,3.383157301396738148e+03
7.698419819030799545e+02,3.417698896079177757e+03
7.700275905243813668e+02,3.498295950338203966e+03
7.702131823311999597e+02,3.431131738455681898e+03
7.703987573221525054e+02,3.431131738455681898e+03
7.705843154958556624e+02,3.427293783490966689e+03
7.707698568509267716e+02,3.333263886855436340e+03
7.709553813859826050e+02,3.339020819302509608e+03
7.711408890996402761e+02,3.385076278879095753e+03
7.713263799905161022e+02,3.362048549090802680e+03
7.715118540572277652e+02,3.325587976926005013e+03
7.716973112983918099e+02,3.310236157067142813e+03
7.718827517126253497e+02,3.392752188808526626e+03
7.720681752985451567e+02,3.335182864337793944e+03
7.722535820547682306e+02,3.385076278879095753e+03
7.724389719799116847e+02,3.333263886855436340e+03
7.726243450725920638e+02,3.456078445726333030e+03
7.728097013314264814e+02,3.446483558314544098e+03
7.729950407550320506e+02,3.371643436502591612e+03
7.731803633420255437e+02,3.358210594126087017e+03
7.733656690910238467e+02,3.433050715938039957e+03
7.735509580006439592e+02,3.448402535796902157e+03
7.737362300695028807e+02,3.427293783490966689e+03
7.739214852962177247e+02,3.379319346432022485e+03
7.741067236794048085e+02,3.421536851043893421e+03
7.742919452176815867e+02,3.398509121255600348e+03
7.744771499096649450e+02,3.294884337208281067e+03
7.746623377539716557e+02,3.425374806008608630e+03
7.748475087492187185e+02,3.456078445726333030e+03
7.750326628940231330e+02,3.346696729231940481e+03
7.752178001870016715e+02,3.381238323914380089e+03
7.754029206267716745e+02,3.340939796784867212e+03
7.755880242119493460e+02,3.479106175514626102e+03
7.757731109411524812e+02,3.386995256361453357e+03
7.759581808129973979e+02,3.377400368949664880e+03
7.761432338261012092e+02,3.344777751749582876e+03
7.763282699790806873e+02,3.386995256361453357e+03
7.765132892705532868e+02,3.433050715938039957e+03
7.766982916991354386e+02,3.352453661679013749e+03
7.768832772634442563e+02,3.438807648385113225e+03
7.770682459620966256e+02,3.369724459020233553e+03
7.772531977937096599e+02,3.367805481537875949e+03
7.774381327569000177e+02,3.356291616643729412e+03
7.776230508502848124e+02,3.331344909373078281e+03
7.778079520724808162e+02,3.385076278879095753e+03
7.779928364221052561e+02,3.362048549090802680e+03
7.781777038977749044e+02,3.319831044478931744e+03
7.783625544981065332e+02,3.294884337208281067e+03
7.785473882217172559e+02,3.408104008667388825e+03
7.787322050672240721e+02,3.350534684196656144e+03
7.789170050332438677e+02,3.388914233843811417e+03
7.791017881183934151e+02,3.410022986149746885e+03
7.792865543212899411e+02,3.360129571608444621e+03
7.794713036405501043e+02,3.385076278879095753e+03
7.796560360747907907e+02,3.386995256361453357e+03
7.798407516226292273e+02,3.360129571608444621e+03
7.800254502826823000e+02,3.302560247137711940e+03
7.802101320535668947e+02,3.296803314690638672e+03
7.803947969338995563e+02,3.385076278879095753e+03
7.805794449222978528e+02,3.340939796784867212e+03
7.807640760173784429e+02,3.377400368949664880e+03
7.809486902177583261e+02,3.386995256361453357e+03
7.811332875220541609e+02,3.340939796784867212e+03
7.813178679288831745e+02,3.400428098737957953e+03
7.815024314368622527e+02,3.417698896079177757e+03
7.816869780446083951e+02,3.408104008667388825e+03
7.818715077507382603e+02,3.314074112031858476e+03
7.820560205538688479e+02,3.402347076220315557e+03
7.822405164526176122e+02,3.504052882785277234e+03
7.824249954456007572e+02,3.302560247137711940e+03
7.826094575314356234e+02,3.415779918596820153e+03
7.827939027087392105e+02,3.469511288102837625e+03
7.829783309761281771e+02,3.375481391467306821e+03
7.831627423322196364e+02,3.402347076220315557e+03
7.833471367756303607e+02,3.333263886855436340e+03
7.835315143049775770e+02,3.473349243067552834e+03
7.837158749188780575e+02,3.369724459020233553e+03
7.839002186159485746e+02,3.454159468243975425e+03
7.840845453948062413e+02,3.348615706714298085e+03
7.842688552540680575e+02,3.429212760973324293e+03
7.844531481923507954e+02,3.398509121255600348e+03
7.846374242082714545e+02,3.523242657608854643e+03
7.848216833004469208e+02,3.396590143773242289e+03
7.850059254674944214e+02,3.463754355655763902e+03
7.851901507080306146e+02,3.423455828526251025e+03
7.853743590206722729e+02,3.431131738455681898e+03
7.855585504040366231e+02,3.315993089514216081e+03
7.857427248567406650e+02,3.448402535796902157e+03
7.859268823774009434e+02,3.436888670902755621e+03
7.861110229646346852e+02,3.446483558314544098e+03
7.862951466170590038e+02,3.427293783490966689e+03
7.864792533332904441e+02,3.373562413984949217e+03
7.866633431119460056e+02,3.509809815232350502e+03
7.868474159516426880e+02,3.342858774267224817e+03
7.870314718509977183e+02,3.411941963632104489e+03
7.872155108086276414e+02,3.479106175514626102e+03
7.873995328231494568e+02,3.333263886855436340e+03
7.875835378931801642e+02,3.402347076220315557e+03
7.877675260173368770e+02,3.264180697490556668e+03
7.879514971942362536e+02,3.410022986149746885e+03
7.881354514224951799e+02,3.421536851043893421e+03
7.883193887007308831e+02,3.490620040408772638e+03
7.885033090275601353e+02,3.421536851043893421e+03
7.886872124016000498e+02,3.302560247137711940e+03
7.888710988214671715e+02,3.356291616643729412e+03
7.890549682857787275e+02,3.411941963632104489e+03
7.892388207931518309e+02,3.300641269655354336e+03
7.894226563422027994e+02,3.381238323914380089e+03
7.896064749315492008e+02,3.402347076220315557e+03
7.897902765598075803e+02,3.440726625867470830e+03
7.899740612255951646e+02,3.413860941114462094e+03
7.901578289275286124e+02,3.423455828526251025e+03
7.903415796642249234e+02,3.337101841820151549e+03
7.905253134343012107e+02,3.356291616643729412e+03
7.907090302363742467e+02,3.463754355655763902e+03
7.908927300690610309e+02,3.362048549090802680e+03
7.910764129309783357e+02,3.446483558314544098e+03
7.912600788207435016e+02,3.477187198032268498e+03
7.914437277369730737e+02,3.429212760973324293e+03
7.916273596782840514e+02,3.406185031185031221e+03
7.918109746432934344e+02,3.561622207256009915e+03
7.919945726306183360e+02,3.385076278879095753e+03
7.921781536388754148e+02,3.350534684196656144e+03
7.923617176666815567e+02,3.419617873561535362e+03
7.925452647126539887e+02,3.396590143773242289e+03
7.927287947754094830e+02,3.350534684196656144e+03
7.929123078535649256e+02,3.381238323914380089e+03
7.930958039457374298e+02,3.448402535796902157e+03
7.932792830505437678e+02,3.402347076220315557e+03
7.934627451666010529e+02,3.383157301396738148e+03
7.936461902925258300e+02,3.268018652455272331e+03
7.938296184269353262e+02,3.356291616643729412e+03
7.940130295684466546e+02,3.386995256361453357e+03
7.941964237156764739e+02,3.287208427278849740e+03
7.943798008672416699e+02,3.404266053702673616e+03
7.945631610217593561e+02,3.381238323914380089e+03
7.947465041778464183e+02,3.356291616643729412e+03
7.949298303341198562e+02,3.375481391467306821e+03
7.951131394891964419e+02,3.448402535796902157e+03
7.952964316416931752e+02,3.363967526573160285e+03
7.954797067902271692e+02,3.337101841820151549e+03
7.956629649334150827e+02,3.521323680126497038e+03
7.958462060698740288e+02,3.362048549090802680e+03
7.960294301982207799e+02,3.344777751749582876e+03
7.962126373170725628e+02,3.440726625867470830e+03
7.963958274250459226e+02,3.404266053702673616e+03
7.965790005207580862e+02,3.358210594126087017e+03
7.967621566028259394e+02,3.369724459020233553e+03
7.969452956698663684e+02,3.346696729231940481e+03
7.971284177204962589e+02,3.306398202102427604e+03
7.973115227533326106e+02,3.321750021961289349e+03
7.974946107669924231e+02,3.532837545020643574e+03
7.976776817600926961e+02,3.457997423208690634e+03
7.978607357312499744e+02,3.385076278879095753e+03
7.980437726790814850e+02,3.365886504055518344e+03
7.982267926022043412e+02,3.373562413984949217e+03
7.984097954992350878e+02,3.314074112031858476e+03
7.985927813687908383e+02,3.298722292172996276e+03
7.987757502094885922e+02,3.354372639161371353e+03
7.989587020199452354e+02,3.386995256361453357e+03
7.991416367987777676e+02,3.421536851043893421e+03
7.993245545446028473e+02,3.339020819302509608e+03
7.995074552560377015e+02,3.500214927820561570e+03
7.996903389316992161e+02,3.427293783490966689e+03
7.998732055702042771e+02,3.394671166290884685e+03
8.000560551701696568e+02,3.392752188808526626e+03
8.002388877302126957e+02,3.388914233843811417e+03
8.004217032489500525e+02,3.450321513279259761e+03
8.006045017249984994e+02,3.371643436502591612e+03
8.007872831569753771e+02,3.356291616643729412e+03
8.009700475434973441e+02,3.388914233843811417e+03
8.011527948831815138e+02,3.394671166290884685e+03
8.013355251746445447e+02,3.352453661679013749e+03
8.015182384165035501e+02,3.417698896079177757e+03
8.017009346073755296e+02,3.440726625867470830e+03
8.018836137458773692e+02,3.390833211326169021e+03
8.020662758306259548e+02,3.383157301396738148e+03
8.022489208602382860e+02,3.285289449796492136e+03
8.024315488333313624e+02,3.459916400691048693e+03
8.026141597485217289e+02,3.371643436502591612e+03
8.027967536044267263e+02,3.296803314690638672e+03
8.029793303996633540e+02,3.481025152996984161e+03
8.031618901328482707e+02,3.369724459020233553e+03
8.033444328025983623e+02,3.362048549090802680e+03
8.035269584075308558e+02,3.386995256361453357e+03
8.037094669462625234e+02,3.479106175514626102e+03
8.038919584174103647e+02,3.448402535796902157e+03
8.040744328195911521e+02,3.339020819302509608e+03
8.042568901514218851e+02,3.346696729231940481e+03
8.044393304115197907e+02,3.482944130479341766e+03
8.046217535985014138e+02,3.417698896079177757e+03
8.048041597109837539e+02,3.306398202102427604e+03
8.049865487475838108e+02,3.339020819302509608e+03
8.051689207069188114e+02,3.377400368949664880e+03
8.053512755876053006e+02,3.434969693420397562e+03
8.055336133882601644e+02,3.291046382243565404e+03
8.057159341075007433e+02,3.477187198032268498e+03
8.058982377439436959e+02,3.408104008667388825e+03
8.060805242962059083e+02,3.327506954408363072e+03
8.062627937629043799e+02,3.425374806008608630e+03
8.064450461426562242e+02,3.408104008667388825e+03
8.066272814340780997e+02,3.342858774267224817e+03
8.068094996357870059e+02,3.365886504055518344e+03
8.069917007463999425e+02,3.356291616643729412e+03
8.071738847645339092e+02,3.333263886855436340e+03
8.073560516888059055e+02,3.304479224620069544e+03
8.075382015178325901e+02,3.398509121255600348e+03
8.077203342502308487e+02,3.386995256361453357e+03
8.079024498846181359e+02,3.379319346432022485e+03
8.080845484196109965e+02,3.394671166290884685e+03
8.082666298538263163e+02,3.264180697490556668e+03
8.084486941858810951e+02,3.373562413984949217e+03
8.086307414143925598e+02,3.356291616643729412e+03
8.088127715379772553e+02,3.452240490761617366e+03
8.089947845552521812e+02,3.344777751749582876e+03
8.091767804648344509e+02,3.379319346432022485e+03
8.093587592653409502e+02,3.363967526573160285e+03
8.095407209553884513e+02,3.344777751749582876e+03
8.097226655335939540e+02,3.423455828526251025e+03
8.099045929985746852e+02,3.381238323914380089e+03
8.100865033489471898e+02,3.486782085444057429e+03
8.102683965833285811e+02,3.294884337208281067e+03
8.104502727003356313e+02,3.431131738455681898e+03
8.106321316985855674e+02,3.385076278879095753e+03
8.108139735766952754e+02,3.390833211326169021e+03
8.109957983332813001e+02,3.425374806008608630e+03
8.111776059669608685e+02,3.367805481537875949e+03
8.113593964763512076e+02,3.415779918596820153e+03
8.115411698600688624e+02,3.404266053702673616e+03
8.117229261167306049e+02,3.400428098737957953e+03
8.119046652449537760e+02,3.390833211326169021e+03
8.120863872433551478e+02,3.411941963632104489e+03
8.122680921105518337e+02,3.331344909373078281e+03
8.124497798451603785e+02,3.406185031185031221e+03
8.126314504457981229e+02,3.369724459020233553e+03
8.128131039110817255e+02,3.381238323914380089e+03
8.129947402396280722e+02,3.479106175514626102e+03
8.131763594300543900e+02,3.346696729231940481e+03
8.133579614809774512e+02,3.342858774267224817e+03
8.135395463910143690e+02,3.354372639161371353e+03
8.137211141587815746e+02,3.402347076220315557e+03
8.139026647828965224e+02,3.337101841820151549e+03
8.140841982619759847e+02,3.396590143773242289e+03
8.142657145946368473e+02,3.410022986149746885e+03
8.144472137794961100e+02,3.427293783490966689e+03
8.146286958151704312e+02,3.463754355655763902e+03
8.148101607002772653e+02,3.404266053702673616e+03
8.149916084334332709e+02,3.486782085444057429e+03
8.151730390132553339e+02,3.398509121255600348e+03
8.153544524383604539e+02,3.352453661679013749e+03
8.155358487073655169e+02,3.467592310620479566e+03
8.157172278188876362e+02,3.337101841820151549e+03
8.158985897715433566e+02,3.375481391467306821e+03
8.160799345639500189e+02,3.377400368949664880e+03
8.162612621947242815e+02,3.438807648385113225e+03
8.164425726624833715e+02,3.392752188808526626e+03
8.166238659658439474e+02,3.450321513279259761e+03
8.168051421034230088e+02,3.312155134549500872e+03
8.169864010738376692e+02,3.511728792714708106e+03
8.171676428757047006e+02,3.415779918596820153e+03
8.173488675076409891e+02,3.385076278879095753e+03
8.175300749682635342e+02,3.371643436502591612e+03
8.177112652561893356e+02,3.386995256361453357e+03
8.178924383700351655e+02,3.471430265585195230e+03
8.180735943084182509e+02,3.411941963632104489e+03
8.182547330699551367e+02,3.292965359725923008e+03
8.184358546532631635e+02,3.440726625867470830e+03
8.186169590569588763e+02,3.352453661679013749e+03
8.187980462796596157e+02,3.344777751749582876e+03
8.189791163199819266e+02,3.459916400691048693e+03
8.191601691765430360e+02,3.442645603349828889e+03
8.193412048479597161e+02,3.356291616643729412e+03
8.195222233328488528e+02,3.404266053702673616e+03
8.197032246298275595e+02,3.377400368949664880e+03
8.198842087375128358e+02,3.277613539867060808e+03
8.200651756545212265e+02,3.413860941114462094e+03
8.202461253794700724e+02,3.383157301396738148e+03
8.204270579109760320e+02,3.383157301396738148e+03
8.206079732476562185e+02,3.381238323914380089e+03
8.207888713881275180e+02,3.381238323914380089e+03
8.209697523310069300e+02,3.342858774267224817e+03
8.211506160749112269e+02,3.465673333138121961e+03
8.213314626184572944e+02,3.396590143773242289e+03
8.215122919602624734e+02,3.383157301396738148e+03
8.216931040989431949e+02,3.340939796784867212e+03
8.218738990331167997e+02,3.402347076220315557e+03
8.220546767613998327e+02,3.413860941114462094e+03
8.222354372824096345e+02,3.340939796784867212e+03
8.224161805947628636e+02,3.438807648385113225e+03
8.225969066970767472e+02,3.394671166290884685e+03
8.227776155879678299e+02,3.436888670902755621e+03
8.229583072660532252e+02,3.481025152996984161e+03
8.231389817299499327e+02,3.317912066996574140e+03
8.233196389782748383e+02,3.350534684196656144e+03
8.235002790096448280e+02,3.394671166290884685e+03
8.236809018226769012e+02,3.442645603349828889e+03
8.238615074159880578e+02,3.394671166290884685e+03
8.240420957881950699e+02,3.494457995373488302e+03
8.242226669379149371e+02,3.314074112031858476e+03
8.244032208637645454e+02,3.337101841820151549e+03
8.245837575643608943e+02,3.386995256361453357e+03
8.247642770383210973e+02,3.440726625867470830e+03
8.249447792842618128e+02,3.402347076220315557e+03
8.251252643007999268e+02,3.431131738455681898e+03
8.253057320865527799e+02,3.331344909373078281e+03
8.254861826401368035e+02,3.410022986149746885e+03
8.256666159601694517e+02,3.390833211326169021e+03
